specimen_id,country,unique_countries,specimen_count
cicindelidae_34_6_12_tray_16_spec_005,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_001,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_002,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_003,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_004,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_005,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_006,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_007,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_008,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_009,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_010,Costa Rica,,
cicindelidae_34_6_14_tray_09_spec_011,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_002,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_003,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_004,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_005,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_006,Costa Rica,,
cicindelidae_34_6_5_tray_22_spec_007,Costa Rica,,
cicindelidae_34_7_3_tray_05_spec_015,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_001,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_002,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_003,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_004,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_005,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_006,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_007,Costa Rica,,
cicindelidae_34_7_4_tray_01_spec_008,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_003,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_004,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_005,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_006,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_007,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_008,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_009,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_010,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_011,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_012,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_013,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_014,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_015,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_016,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_017,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_018,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_019,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_022,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_023,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_024,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_025,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_026,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_027,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_028,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_029,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_030,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_031,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_032,Costa Rica,,
cicindelidae_34_7_4_tray_04_spec_033,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_001,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_002,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_003,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_004,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_005,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_006,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_007,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_008,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_009,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_010,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_011,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_012,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_013,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_014,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_015,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_016,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_017,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_018,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_019,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_020,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_021,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_022,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_023,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_024,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_025,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_026,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_027,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_028,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_029,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_030,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_031,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_032,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_033,Costa Rica,,
cicindelidae_34_7_4_tray_12_spec_034,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_015,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_016,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_017,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_018,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_019,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_020,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_021,Costa Rica,,
cicindelidae_34_7_5_tray_02_spec_022,Costa Rica,,
cicindelidae_34_7_5_tray_06_spec_001,Costa Rica,,
cicindelidae_34_7_5_tray_06_spec_004,Costa Rica,,
cicindelidae_34_7_5_tray_06_spec_009,Costa Rica,,
cicindelidae_34_7_5_tray_11_spec_001,Costa Rica,,
cicindelidae_34_7_8_tray_05_spec_001,Costa Rica,,
cicindelidae_34_5_14_tray_11_spec_001,Croatia,,
cicindelidae_34_6_5_tray_24_spec_002,Cuba,,
cicindelidae_34_6_5_tray_24_spec_003,Cuba,,
cicindelidae_34_6_5_tray_24_spec_004,Cuba,,
cicindelidae_34_6_5_tray_24_spec_005,Cuba,,
cicindelidae_34_6_5_tray_24_spec_006,Cuba,,
cicindelidae_34_6_5_tray_24_spec_007,Cuba,,
cicindelidae_34_5_9_tray_01_spec_014,Cura̤ao,,
cicindelidae_34_6_5_tray_04_spec_046,Cura̤ao,,
cicindelidae_34_6_5_tray_04_spec_047,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_002,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_003,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_004,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_005,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_006,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_007,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_008,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_009,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_010,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_011,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_012,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_013,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_014,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_015,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_016,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_017,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_018,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_019,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_020,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_021,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_022,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_023,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_024,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_025,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_026,Cura̤ao,,
cicindelidae_34_6_5_tray_06_spec_027,Cura̤ao,,
cicindelidae_34_4_11_tray_11_spec_004,Democratic Republic of the Congo,,
cicindelidae_34_4_12_tray_24_spec_001,Democratic Republic of the Congo,,
cicindelidae_34_4_12_tray_24_spec_002,Democratic Republic of the Congo,,
cicindelidae_34_4_12_tray_24_spec_003,Democratic Republic of the Congo,,
cicindelidae_34_4_6_tray_08_spec_003,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_001,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_002,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_003,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_004,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_005,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_006,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_007,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_008,Democratic Republic of the Congo,,
cicindelidae_34_5_11_tray_20_spec_009,Democratic Republic of the Congo,,
cicindelidae_34_6_5_tray_09_spec_003,Democratic Republic of the Congo,,
cicindelidae_34_6_8_tray_20_spec_001,Democratic Republic of the Congo,,
cicindelidae_34_4_4_tray_20_spec_001,Djibouti,,
cicindelidae_34_5_9_tray_01_spec_027,Dominican Republic,,
cicindelidae_34_5_9_tray_01_spec_028,Dominican Republic,,
cicindelidae_34_5_9_tray_01_spec_029,Dominican Republic,,
cicindelidae_34_5_9_tray_01_spec_030,Dominican Republic,,
cicindelidae_34_6_9_tray_18_spec_001,Dominican Republic,,
cicindelidae_34_6_9_tray_18_spec_002,Dominican Republic,,
cicindelidae_34_4_3_tray_08_spec_028,Ecuador,,
cicindelidae_34_4_4_tray_06_spec_001,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_001,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_002,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_003,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_004,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_005,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_006,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_007,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_008,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_009,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_010,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_011,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_012,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_013,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_014,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_015,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_016,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_017,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_018,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_019,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_020,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_021,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_022,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_023,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_024,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_025,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_026,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_027,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_028,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_029,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_030,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_031,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_032,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_033,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_034,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_035,Ecuador,,
cicindelidae_34_6_11_tray_04_spec_036,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_001,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_002,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_003,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_004,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_005,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_006,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_007,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_008,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_009,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_010,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_011,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_012,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_013,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_014,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_015,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_016,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_017,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_018,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_019,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_020,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_021,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_022,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_023,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_024,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_025,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_026,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_027,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_028,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_029,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_030,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_031,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_032,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_033,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_034,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_035,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_036,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_037,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_038,Ecuador,,
cicindelidae_34_6_11_tray_12_spec_039,Ecuador,,
cicindelidae_34_6_12_tray_03_spec_001,Ecuador,,
cicindelidae_34_6_12_tray_15_spec_001,Ecuador,,
cicindelidae_34_6_12_tray_19_spec_001,Ecuador,,
cicindelidae_34_6_12_tray_19_spec_002,Ecuador,,
cicindelidae_34_6_12_tray_19_spec_003,Ecuador,,
cicindelidae_34_6_12_tray_19_spec_004,Ecuador,,
cicindelidae_34_6_12_tray_19_spec_005,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_005,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_006,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_007,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_008,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_009,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_010,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_011,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_012,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_013,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_014,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_015,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_016,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_017,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_018,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_019,Ecuador,,
cicindelidae_34_6_14_tray_01_spec_020,Ecuador,,
cicindelidae_34_6_14_tray_03_spec_001,Ecuador,,
cicindelidae_34_6_14_tray_03_spec_002,Ecuador,,
cicindelidae_34_6_14_tray_03_spec_003,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_001,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_002,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_003,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_004,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_005,Ecuador,,
cicindelidae_34_6_14_tray_26_spec_006,Ecuador,,
cicindelidae_34_6_14_tray_34_spec_001,Ecuador,,
cicindelidae_34_6_14_tray_34_spec_002,Ecuador,,
cicindelidae_34_6_7_tray_24_spec_002,Ecuador,,
cicindelidae_34_6_7_tray_24_spec_003,Ecuador,,
cicindelidae_34_6_7_tray_24_spec_004,Ecuador,,
cicindelidae_34_7_3_tray_03_spec_013,Ecuador,,
cicindelidae_34_7_3_tray_03_spec_014,Ecuador,,
cicindelidae_34_7_3_tray_03_spec_015,Ecuador,,
cicindelidae_34_7_3_tray_03_spec_016,Ecuador,,
cicindelidae_34_7_4_tray_20_spec_001,Ecuador,,
cicindelidae_34_7_4_tray_20_spec_002,Ecuador,,
cicindelidae_34_7_4_tray_25_spec_001,Ecuador,,
cicindelidae_34_7_5_tray_03_spec_003,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_001,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_002,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_003,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_004,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_005,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_006,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_007,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_008,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_009,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_010,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_011,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_012,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_013,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_014,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_015,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_016,Ecuador,,
cicindelidae_34_7_5_tray_04_spec_017,Ecuador,,
cicindelidae_34_7_5_tray_15_spec_001,Ecuador,,
cicindelidae_34_7_5_tray_16_spec_001,Ecuador,,
cicindelidae_34_7_5_tray_22_spec_001,Ecuador,,
cicindelidae_34_7_5_tray_30_spec_002,Ecuador,,
cicindelidae_34_7_8_tray_09_spec_001,Ecuador,,
cicindelidae_34_4_4_tray_16_spec_001,Egypt,,
cicindelidae_34_4_5_tray_21_spec_001,Egypt,,
cicindelidae_34_5_11_tray_16_spec_001,Egypt,,
cicindelidae_34_6_11_tray_18_spec_001,Egypt,,
cicindelidae_34_6_7_tray_22_spec_001,Egypt,,
cicindelidae_34_7_9_tray_06_spec_001,Egypt,,
cicindelidae_34_7_5_tray_31_spec_001,Fiji,,
cicindelidae_34_4_10_tray_18_spec_001,France,,
cicindelidae_34_4_12_tray_17_spec_001,France,,
cicindelidae_34_4_4_tray_21_spec_001,France,,
cicindelidae_34_5_11_tray_08_spec_011,France,,
cicindelidae_34_5_14_tray_23_spec_001,France,,
cicindelidae_34_5_8_tray_01_spec_019,France,,
cicindelidae_34_6_14_tray_36_spec_001,French Guiana,,
cicindelidae_34_4_11_tray_09_spec_003,Gabon,,
cicindelidae_34_4_10_tray_04_spec_015,Germany,,
cicindelidae_34_4_10_tray_04_spec_017,Germany,,
cicindelidae_34_4_11_tray_25_spec_002,Germany,,
cicindelidae_34_4_5_tray_04_spec_022,Germany,,
cicindelidae_34_4_9_tray_13_spec_001,Germany,,
cicindelidae_34_5_12_tray_01_spec_001,Germany,,
cicindelidae_34_5_12_tray_01_spec_002,Germany,,
cicindelidae_34_5_12_tray_01_spec_003,Germany,,
cicindelidae_34_5_12_tray_01_spec_004,Germany,,
cicindelidae_34_5_8_tray_02_spec_011,Germany,,
cicindelidae_34_4_13_tray_18_spec_001,Ghana,,
cicindelidae_34_6_8_tray_10_spec_001,Ghana,,
cicindelidae_34_6_8_tray_10_spec_002,Ghana,,
cicindelidae_34_6_8_tray_10_spec_003,Ghana,,
cicindelidae_34_4_12_tray_04_spec_001,Greece,,
cicindelidae_34_4_4_tray_07_spec_001,Greece,,
cicindelidae_34_4_5_tray_06_spec_001,Greece,,
cicindelidae_34_4_5_tray_06_spec_003,Greece,,
cicindelidae_34_4_5_tray_06_spec_005,Greece,,
cicindelidae_34_4_5_tray_06_spec_006,Greece,,
cicindelidae_34_4_5_tray_06_spec_007,Greece,,
cicindelidae_34_4_5_tray_06_spec_008,Greece,,
cicindelidae_34_4_5_tray_06_spec_010,Greece,,
cicindelidae_34_4_5_tray_12_spec_001,Greece,,
cicindelidae_34_4_5_tray_22_spec_002,Greece,,
cicindelidae_34_4_6_tray_01_spec_001,Greece,,
cicindelidae_34_4_6_tray_01_spec_002,Greece,,
cicindelidae_34_4_6_tray_01_spec_003,Greece,,
cicindelidae_34_4_6_tray_01_spec_005,Greece,,
cicindelidae_34_4_6_tray_01_spec_006,Greece,,
cicindelidae_34_4_6_tray_01_spec_007,Greece,,
cicindelidae_34_4_6_tray_01_spec_009,Greece,,
cicindelidae_34_4_6_tray_01_spec_010,Greece,,
cicindelidae_34_4_6_tray_01_spec_012,Greece,,
cicindelidae_34_4_6_tray_01_spec_013,Greece,,
cicindelidae_34_4_6_tray_01_spec_014,Greece,,
cicindelidae_34_4_6_tray_01_spec_015,Greece,,
cicindelidae_34_4_6_tray_01_spec_016,Greece,,
cicindelidae_34_4_6_tray_01_spec_017,Greece,,
cicindelidae_34_4_6_tray_01_spec_018,Greece,,
cicindelidae_34_4_6_tray_01_spec_019,Greece,,
cicindelidae_34_4_6_tray_01_spec_021,Greece,,
cicindelidae_34_4_6_tray_01_spec_023,Greece,,
cicindelidae_34_4_6_tray_01_spec_024,Greece,,
cicindelidae_34_4_6_tray_01_spec_025,Greece,,
cicindelidae_34_4_6_tray_01_spec_026,Greece,,
cicindelidae_34_4_6_tray_01_spec_027,Greece,,
cicindelidae_34_4_6_tray_01_spec_028,Greece,,
cicindelidae_34_4_6_tray_01_spec_030,Greece,,
cicindelidae_34_4_6_tray_01_spec_031,Greece,,
cicindelidae_34_4_6_tray_01_spec_032,Greece,,
cicindelidae_34_4_6_tray_01_spec_034,Greece,,
cicindelidae_34_4_6_tray_01_spec_035,Greece,,
cicindelidae_34_4_6_tray_01_spec_036,Greece,,
cicindelidae_34_4_6_tray_01_spec_037,Greece,,
cicindelidae_34_4_6_tray_01_spec_039,Greece,,
cicindelidae_34_4_6_tray_01_spec_040,Greece,,
cicindelidae_34_4_6_tray_01_spec_041,Greece,,
cicindelidae_34_4_6_tray_01_spec_042,Greece,,
cicindelidae_34_4_6_tray_03_spec_001,Greece,,
cicindelidae_34_4_6_tray_03_spec_002,Greece,,
cicindelidae_34_4_6_tray_03_spec_004,Greece,,
cicindelidae_34_4_6_tray_03_spec_005,Greece,,
cicindelidae_34_4_6_tray_03_spec_006,Greece,,
cicindelidae_34_4_6_tray_03_spec_010,Greece,,
cicindelidae_34_4_6_tray_03_spec_011,Greece,,
cicindelidae_34_4_6_tray_03_spec_013,Greece,,
cicindelidae_34_4_6_tray_03_spec_016,Greece,,
cicindelidae_34_5_11_tray_11_spec_001,Greece,,
cicindelidae_34_5_12_tray_03_spec_001,Greece,,
cicindelidae_34_5_12_tray_03_spec_002,Greece,,
cicindelidae_34_4_13_tray_03_spec_001,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_002,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_003,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_008,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_009,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_011,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_019,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_020,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_021,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_022,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_023,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_024,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_025,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_026,Guatemala,,
cicindelidae_34_4_13_tray_03_spec_027,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_031,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_034,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_035,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_038,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_039,Guatemala,,
cicindelidae_34_4_13_tray_10_spec_040,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_001,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_025,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_026,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_027,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_030,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_031,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_032,Guatemala,,
cicindelidae_34_4_13_tray_15_spec_033,Guatemala,,
cicindelidae_34_4_14_tray_12_spec_003,Guatemala,,
cicindelidae_34_4_14_tray_12_spec_006,Guatemala,,
cicindelidae_34_4_14_tray_12_spec_009,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_008,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_009,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_012,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_013,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_014,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_015,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_016,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_017,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_018,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_019,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_020,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_021,Guatemala,,
cicindelidae_34_4_3_tray_04_spec_022,Guatemala,,
cicindelidae_34_5_3_tray_17_spec_001,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_001,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_002,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_003,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_004,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_005,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_006,Guatemala,,
cicindelidae_34_7_5_tray_21_spec_007,Guatemala,,
