tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_012,,,,United States of America,Indiana,Knox,Vincennes,,,,,,,,,,12 May 2024,,,existing record,Acc 17-422,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_013,,,,United States of America,Mississippi,,,,,,,,,,T. King,,May-68,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_014,,,,United States of America,Indiana,Lake,Miller,,,,,,,,E. Liijeblad,,08 Jul 2019,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_015,,,,United States of America,Indiana,Lake,Miller,,,,,,,,W. J. Gerhard,,08 Jul 2019,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_016,,,,United States of America,Indiana,Porter,Ogden Dunes,,,,,,,,B. Smith,,20 May 1933,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_017,,,,United States of America,Michigan,Newaygo,,,,,,,,,B. Wallner,,06 Jun 1967,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_018,,,,United States of America,Illinois,Cook,Chicago,,,,,,,,,,08 May 1936,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_019,,,,United States of America,Indiana,Porter,Ogden Dunes,,,,,,,,,,14 May 1932,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_020,,,,United States of America,Michigan,Berrien,,Warren Dunes State Park,Warren Dunes State Park,,,,,,,,20 Jul 1965,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_001,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_002,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_003,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_004,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,shady area,,W. J. Gerhard,,08 Aug 2023,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_005,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,shady area,,W. J. Gerhard,,08 Aug 2023,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_006,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_007,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_008,,,,United States of America,Massachusetts,Middlesex,Tyngsborough,,,,,,,,,,,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_009,,,,United States of America,Massachusetts,Barnstable,Dennis,,,,,,,,A. P. Morse,,31 Aug 2017,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_010,,,,United States of America,New Hampshire,,,,,,,,,,,,24 Jun 2023,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_011,,,,United States of America,Massachusetts,Norfolk,Wellesley,,,,,,,,A. P. Morse,,01 Aug 2007,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_012,,,,United States of America,Massachusetts,Essex,Lawrence,,,,,,,,Eduard Knirsch,,1955,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_013,,,,United States of America,Illinois,Lake,Highwood,Fort Sheridan,Fort Sheridan,,,,,,D. H. Kistner,,07 Jul 1950,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_014,,,,United States of America,Illinois,Champaign,Urbana,,,,,,,,,,09 Sep 1931,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_015,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,"Acc. Z-13, 050",
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_016,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,"Acc. Z-13, 050",
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_017,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,14 Jul 1933,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_018,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_019,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_020,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_021,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_022,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_023,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,,,03 May 2012,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_024,,,,United States of America,Indiana,Porter,Pine township,,,,,,,,W. J. Gerhard,,28 May 2005,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_025,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,D. H. Kistner,,28 May 1950,,,existing record,,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_026,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,,,23 Aug 2025,,,existing record,200,
34_4_8_tray_13,cicindelidae_34_4_8_tray_13_spec_027,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,,,23 Aug 2025,,,existing record,201,
34_4_8_tray_14,cicindelidae_34_4_8_tray_14_spec_001,,,,Mexico,Zacatecas,,,Hac. Laguna Balderama 25mi W of Fresnillo,Hac. Laguna Balderama 25mi W of Fresnillo,,,,,,R.H. Brewer,,21 Jun 1954 – 25 Jun 1954,,,manual,Field No. 297,
34_4_8_tray_15,cicindelidae_34_4_8_tray_15_spec_001,,,,Turkey,,,Pozanti,,"Pozanti Han, Taurus",,,,,,Erich Schmidt,,02 Jul 1952 – 04 Jul 1952,,,manual,,
34_4_8_tray_16,cicindelidae_34_4_8_tray_16_spec_002,,,,United Republic of Tanzania,,,,Madibira,Madibira,,,,,,,,,,,manual,,
34_4_8_tray_17,cicindelidae_34_4_8_tray_17_spec_001,,,,United States of America,South Dakota,,Forestburg,,,,,,,,G.I. Gilbertson,,26-Jun-28,,,manual,,
34_4_8_tray_18,cicindelidae_34_4_8_tray_18_spec_001,,,,United Republic of Tanzania,,,,Madibira,Madibira,,,,,,,,,,,manual,,
34_4_8_tray_19,cicindelidae_34_4_8_tray_19_spec_002,,,,Turkmenistan,,,Ashgabat,,Askhabad Turkest.,,,,,,,,,,,manual,,
34_4_9_tray_01,cicindelidae_34_4_9_tray_01_spec_001,,,,United States of America,Oregon,Harney,Harney,Hot Springs SE of Harney Lake,Hot Springs SE of Harney Lake,,,,,,Borys Malkin,,19 Jun 1951 – 20 Jun 1951,,,manual,,
34_4_9_tray_02,cicindelidae_34_4_9_tray_02_spec_001,,,,United States of America,Utah,,,Saltair,Saltair,,,,,,,,23-Jul-27,,,manual,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_001,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,B. A. Maina,,07 Sep 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_002,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,B. A. Maina,,07 Sep 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_003,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,B. A. Maina,,07 Sep 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_004,,,,United States of America,Indiana,Porter,Ogden Dunes,Fordune,Fordune,,,,,,E. C. Williams,,09 Sep 1946,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_005,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,B. A. Maina,,13 Jul 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_006,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,J. Retando,,15 Jun 1939,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_007,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,B. A. Maina,,13 Jul 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_008,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,B. A. Maina,,21 Sep 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_009,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,B. A. Maina,,07 Sep 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_010,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,B. A. Maina,,27 Aug 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_011,,,,United States of America,Illinois,Lake,,"Illinois Beach State Park, East of Zion","Illinois Beach State Park, East of Zion",,,,,,E. C. Williams,,29 Jun 1940,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_012,,,,United States of America,Indiana,Porter,Ogden Dunes,Fordune,Fordune,,,,,,E. C. Williams,,09 Sep 1946,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_013,,,,United States of America,Wisconsin,Monroe,,Fort McCoy,"Fort McCoy, between Sparta and Tomah",,,,,,W. Suter,,11 Jul 1959,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_014,,,,United States of America,Minnesota,Polk,,Red River Valley,Red River Valley,,,,,,D. Duggins,,11 Jul 1958,,,existing record,#47,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_015,,,,United States of America,Iowa,,Iowa City,,,,,,,,,,16 May 2026,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_016,,,,United States of America,Iowa,,Iowa City,,,,,,,,,,28 Apr 2026,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_017,,,,United States of America,Iowa,,Iowa City,,,,,,,,,,28 Apr 2026,,,existing record,,
34_4_9_tray_03,cicindelidae_34_4_9_tray_03_spec_018,,,,United States of America,Iowa,,Iowa City,,,,,,,,,,28 Apr 2026,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_001,,,,United States of America,Indiana,Porter,Tremont,Indiana Dune State Park,Indiana Dune State Park,,,,,,W. Suter,,14 Aug 1959,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_002,,,,United States of America,Indiana,Porter,Tremont,Indiana Dune State Park,Indiana Dune State Park,,,,beach,,W. Suter,,18 Aug 1962,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_003,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_004,,,,United States of America,Wisconsin,Adams,Friendship,,,,,,,,W. Suter,,19 Jun 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_005,,,,United States of America,Indiana,Newton,,Conrad,Conrad,,,,,,W. Suter,,18 Aug 1959,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_006,,,,United States of America,Michigan,Oceana,Stony Lake,,,,,,,,J. Wagner,,19 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_007,,,,United States of America,Indiana,Porter,Tremont,Indiana Dune State Park,Indiana Dune State Park,,,,beach,,W. Suter,,18 Aug 1962,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_008,,,,United States of America,Wisconsin,Adams,Friendship,,,,,,,,W. Suter,,27 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_009,,,,United States of America,Michigan,Oceana,Stony Lake,,,,,,,,J. Wagner,,13 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_010,,,,United States of America,Illinois,Will,Lorenzo,Strip Mine Area,Strip Mine Area,,,,,,W. Suter,,26 Apr 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_011,,,,United States of America,Wisconsin,Adams,Friendship,"Sand, Parkland (?)","Sand, Parkland (?)",,,,,,W. Suter,,26 Jun 1959,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_012,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_013,,,,United States of America,Illinois,Cook,Thornton,F.P.D. 1mi E,F.P.D. 1mi E,,,,,,J. Wagner,,08 Sep 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_014,,,,United States of America,Illinois,Cook,Thornton,F.P.D. 1mi E,F.P.D. 1mi E,,,,,,J. Wagner,,08 Sep 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_015,,,,United States of America,Illinois,Cook,Thornton,F.P.D. 1mi E,F.P.D. 1mi E,,,,,,J. Wagner,,08 Sep 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_016,,,,United States of America,Wisconsin,Waushara,,US-51 south of Coloma,US-51 south of Coloma,,,,sandy field,,W. Suter,,18 Jun 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_017,,,,United States of America,Wisconsin,Waushara,,US-51 south of Coloma,US-51 south of Coloma,,,,sandy field,,W. Suter,,18 Jun 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_018,,,,United States of America,Illinois,Will,Lorenzo,Strip Mine Area,Strip Mine Area,,,,,,W. Suter,,03 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_019,,,,United States of America,Wisconsin,Waushara,,US-51 south of Coloma,US-51 south of Coloma,,,,sandy field,,W. Suter,,18 Jun 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_020,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,,
34_4_9_tray_04,cicindelidae_34_4_9_tray_04_spec_021,,,,United States of America,Indiana,Newton,,Conrad,Conrad,,,,,,W. Suter,,18 Aug 1959,,,existing record,,
34_4_9_tray_05,cicindelidae_34_4_9_tray_05_spec_001,,,,United States of America,California,,Lake Elsinore,,,,,,,,,,04 Jul 1950,,,manual,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_001,,,,United States of America,Illinois,Will,Lorenzo,Strip Mine Area,Strip Mine Area,,,,,,W. Suter,,13 Sep 1959,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_002,,,,United States of America,Michigan,Oceana,Stony Lake,,,,,,,,J. Wagner,,21 Aug 1958,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_003,,,,United States of America,Michigan,Oceana,Stony Lake,,,,,,,,J. Wagner,,10 Aug 1958,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_004,,,,United States of America,Indiana,Gibson,,,,,,,,,,,07 Jun 2023,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_005,,,,United States of America,Michigan,Newaygo,,,,,,,,,B. Wallner,,06 Jun 1967,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_006,,,,United States of America,Illinois,Rock Island,Moline,Sand Hill,Sand Hill,,,,,,Hart,,09 Sep 2005,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_007,,,,United States of America,Massachusetts,Middlesex,Sudbury,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_008,,,,United States of America,Wisconsin,Marinette,,Near Crivitz,Near Crivitz,,,,,,J. K. Lawton,,25 Aug 1968,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_009,,,,United States of America,Wisconsin,Marinette,,Near Crivitz,Near Crivitz,,,,,,J. K. Lawton,,25 Aug 1968,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_010,,,,United States of America,Wisconsin,Marinette,,Near Crivitz,Near Crivitz,,,,,,J. K. Lawton,,25 Aug 1968,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_011,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_012,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_013,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_014,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_015,,,,United States of America,New York,Queens,New York,"Woodhaven, Queens","Woodhaven, Queens",,,,,,,,,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_016,,,,United States of America,South Dakota,,,Western S. Dakota,Western S. Dakota,,,,,,,,24 Jun 2026,,,existing record,Acc 17-422,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_017,,,,United States of America,Massachusetts,Hampshire,Amherst,,,,,,,,Kovic,,28 Jun 1964,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_018,,,,United States of America,Massachusetts,Hampshire,Amherst,,,,,,,,R. W. Koss,,May-63,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_019,,,,United States of America,Michigan,Newaygo,,,,,,,,,B. Wallner,,06 Jun 1967,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_020,,,,United States of America,Michigan,Newaygo,,,,,,,,,B. Wallner,,06 Jun 1967,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_021,,,,United States of America,Indiana,Porter,Ogden Dunes,,,,,,,,C. Seevers,,14 May 1932,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_022,,,,United States of America,Massachusetts,Hampden,Springfield,,,,,,,,R. W. Koss,,02 May 1957,,,existing record,,
34_4_9_tray_06,cicindelidae_34_4_9_tray_06_spec_023,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,2-Sep-27,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_001,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_002,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,E. C. Williams,,18 Aug 1935,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_003,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,J. Robinson,,20 Aug 1933,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_004,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_005,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,E. C. Williams,,25 Sep 1934,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_006,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,09 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_007,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,11 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_008,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,,,1972,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_009,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_010,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_011,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_012,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_013,,,,United States of America,Indiana,Montgomery,Crawfordsville,,,,,,,,E. C. Williams,,08 Sep 1953,,,existing record,,
34_4_9_tray_07,cicindelidae_34_4_9_tray_07_spec_014,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,25 Jun 1950,,,existing record,,
